Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
Trial # 345,layer6-8_T3_to_T6.jpg,layer6-8/layer6-8_T3_to_T6.jpg,TT,layer6-8,,,,,,,,,0,44,44,44,1461.575288,None,3,2.196569181,1461.575288,None,1461.575288,None,1461.575288,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 346,layer6-8_O1_to_O4.jpg,layer6-8/layer6-8_O1_to_O4.jpg,OO,layer6-8,,,,,,,,,0,45,45,45,1463.875991,None,3,3.913568974,1463.875991,None,1463.875991,None,1463.875991,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 347,layer0-5_O8_to_T3.jpg,layer0-5/layer0-5_O8_to_T3.jpg,OT,layer0-5,,,,,,,,,0,46,46,46,1467.927742,None,1,1.435510839,1467.927742,None,1467.927742,None,1467.927742,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 348,layer9-17_T2_to_T7.jpg,layer9-17/layer9-17_T2_to_T7.jpg,TT,layer9-17,,,,,,,,,0,47,47,47,1469.461206,None,3,2.014221408,1469.461206,None,1469.461206,None,1469.461206,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 349,layer0-5_O9_to_T4.jpg,layer0-5/layer0-5_O9_to_T4.jpg,OT,layer0-5,,,,,,,,,0,48,48,48,1471.594975,None,1,4.192569345,1471.594975,None,1471.594975,None,1471.594975,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 350,layer9-17_T12_to_T9.jpg,layer9-17/layer9-17_T12_to_T9.jpg,TT,layer9-17,,,,,,,,,0,49,49,49,1475.878927,None,2,4.398815449,1475.878927,None,1475.878927,None,1475.878927,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 351,layer6-8_O11_to_O6.jpg,layer6-8/layer6-8_O11_to_O6.jpg,OO,layer6-8,,,,,,,,,0,50,50,50,1480.396735,None,2,2.895594126,1480.396735,None,1480.396735,None,1480.396735,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 352,layer0-5_O10_to_O11.jpg,layer0-5/layer0-5_O10_to_O11.jpg,OO,layer0-5,,,,,,,,,0,51,51,51,1483.381785,None,1,2.628948899,1483.381785,None,1483.381785,None,1483.381785,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 353,layer9-17_O4_to_T7.jpg,layer9-17/layer9-17_O4_to_T7.jpg,OT,layer9-17,,,,,,,,,0,52,52,52,1486.131446,None,2,5.293675977,1486.131446,None,1486.131446,None,1486.131446,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 354,layer0-5_O2_to_T11.jpg,layer0-5/layer0-5_O2_to_T11.jpg,OT,layer0-5,,,,,,,,,0,53,53,53,1491.518592,None,1,1.930939109,1491.518592,None,1491.518592,None,1491.518592,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 355,layer9-17_O5_to_O6.jpg,layer9-17/layer9-17_O5_to_O6.jpg,OO,layer9-17,,,,,,,,,0,54,54,54,1493.55138,None,2,3.916979137,1493.55138,None,1493.55138,None,1493.55138,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 356,layer6-8_O5_to_T10.jpg,layer6-8/layer6-8_O5_to_T10.jpg,OT,layer6-8,,,,,,,,,0,55,55,55,1497.585648,None,3,5.56225679,1497.585648,None,1497.585648,None,1497.585648,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 357,layer6-8_T3_to_T4.jpg,layer6-8/layer6-8_T3_to_T4.jpg,TT,layer6-8,,,,,,,,,0,56,56,56,1503.254456,None,3,1.67719905,1503.254456,None,1503.254456,None,1503.254456,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 358,layer6-8_T4_to_T8.jpg,layer6-8/layer6-8_T4_to_T8.jpg,TT,layer6-8,,,,,,,,,0,57,57,57,1505.021124,None,3,2.350799091,1505.021124,None,1505.021124,None,1505.021124,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 359,layer0-5_O2_to_T4.jpg,layer0-5/layer0-5_O2_to_T4.jpg,OT,layer0-5,,,,,,,,,0,58,58,58,1507.473354,None,1,1.499457459,1507.473354,None,1507.473354,None,1507.473354,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 360,layer0-5_O4_to_O7.jpg,layer0-5/layer0-5_O4_to_O7.jpg,OO,layer0-5,,,,,,,,,0,59,59,59,1509.089195,None,1,1.204613333,1509.089195,None,1509.089195,None,1509.089195,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 361,layer9-17_O12_to_T7.jpg,layer9-17/layer9-17_O12_to_T7.jpg,OT,layer9-17,,,,,,,,,0,60,60,60,1510.38935,None,2,2.016199319,1510.38935,None,1510.38935,None,1510.38935,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 362,layer6-8_O11_to_T8.jpg,layer6-8/layer6-8_O11_to_T8.jpg,OT,layer6-8,,,,,,,,,0,61,61,61,1512.508591,None,3,2.628853343,1512.508591,None,1512.508591,None,1512.508591,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 363,layer9-17_O10_to_T6.jpg,layer9-17/layer9-17_O10_to_T6.jpg,OT,layer9-17,,,,,,,,,0,62,62,62,1515.257796,None,3,2.966459317,1515.257796,None,1515.257796,None,1515.257796,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 364,layer0-5_O5_to_T7.jpg,layer0-5/layer0-5_O5_to_T7.jpg,OT,layer0-5,,,,,,,,,0,63,63,63,1518.34331,None,1,5.744627215,1518.34331,None,1518.34331,None,1518.34331,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 365,layer9-17_O11_to_O2.jpg,layer9-17/layer9-17_O11_to_O2.jpg,OO,layer9-17,,,,,,,,,0,64,64,64,1524.177512,None,3,2.383271431,1524.177512,None,1524.177512,None,1524.177512,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 366,layer9-17_O4_to_T10.jpg,layer9-17/layer9-17_O4_to_T10.jpg,OT,layer9-17,,,,,,,,,0,65,65,65,1526.662868,None,2,2.449983641,1526.662868,None,1526.662868,None,1526.662868,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 367,layer6-8_T11_to_T5.jpg,layer6-8/layer6-8_T11_to_T5.jpg,TT,layer6-8,,,,,,,,,0,66,66,66,1529.212136,None,2,2.682678864,1529.212136,None,1529.212136,None,1529.212136,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 368,layer9-17_O4_to_T5.jpg,layer9-17/layer9-17_O4_to_T5.jpg,OT,layer9-17,,,,,,,,,0,67,67,67,1531.997292,None,2,3.04918901,1531.997292,None,1531.997292,None,1531.997292,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 369,layer6-8_T2_to_T7.jpg,layer6-8/layer6-8_T2_to_T7.jpg,TT,layer6-8,,,,,,,,,0,68,68,68,1535.163901,None,3,3.295802926,1535.163901,None,1535.163901,None,1535.163901,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 370,layer0-5_O1_to_T2.jpg,layer0-5/layer0-5_O1_to_T2.jpg,OT,layer0-5,,,,,,,,,0,69,69,69,1538.599621,None,1,1.492027225,1538.599621,None,1538.599621,None,1538.599621,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 371,layer0-5_O12_to_T3.jpg,layer0-5/layer0-5_O12_to_T3.jpg,OT,layer0-5,,,,,,,,,0,70,70,70,1540.182353,None,1,1.215070012,1540.182353,None,1540.182353,None,1540.182353,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 372,layer9-17_O2_to_O3.jpg,layer9-17/layer9-17_O2_to_O3.jpg,OO,layer9-17,,,,,,,,,0,71,71,71,1541.484188,None,3,2.195022989,1541.484188,None,1541.484188,None,1541.484188,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 373,layer9-17_O12_to_T2.jpg,layer9-17/layer9-17_O12_to_T2.jpg,OT,layer9-17,,,,,,,,,0,72,72,72,1543.783764,None,3,2.411575277,1543.783764,None,1543.783764,None,1543.783764,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 374,layer0-5_O1_to_O12.jpg,layer0-5/layer0-5_O1_to_O12.jpg,OO,layer0-5,,,,,,,,,0,73,73,73,1546.317962,None,3,2.010893753,1546.317962,None,1546.317962,None,1546.317962,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 375,layer0-5_O12_to_O9.jpg,layer0-5/layer0-5_O12_to_O9.jpg,OO,layer0-5,,,,,,,,,0,74,74,74,1548.418132,None,1,2.012041203,1548.418132,None,1548.418132,None,1548.418132,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 376,layer6-8_T12_to_T2.jpg,layer6-8/layer6-8_T12_to_T2.jpg,TT,layer6-8,,,,,,,,,0,75,75,75,1550.551853,None,3,2.21100409,1550.551853,None,1550.551853,None,1550.551853,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 377,layer0-5_O2_to_T7.jpg,layer0-5/layer0-5_O2_to_T7.jpg,OT,layer0-5,,,,,,,,,0,76,76,76,1552.870792,None,1,1.62543357,1552.870792,None,1552.870792,None,1552.870792,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 378,layer9-17_T8_to_T9.jpg,layer9-17/layer9-17_T8_to_T9.jpg,TT,layer9-17,,,,,,,,,0,77,77,77,1554.586437,None,3,2.582987003,1554.586437,None,1554.586437,None,1554.586437,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 379,layer6-8_T1_to_T4.jpg,layer6-8/layer6-8_T1_to_T4.jpg,TT,layer6-8,,,,,,,,,0,78,78,78,1557.287848,None,3,1.910439645,1557.287848,None,1557.287848,None,1557.287848,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 380,layer0-5_O2_to_T6.jpg,layer0-5/layer0-5_O2_to_T6.jpg,OT,layer0-5,,,,,,,,,0,79,79,79,1559.28887,None,1,1.765763652,1559.28887,None,1559.28887,None,1559.28887,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 381,layer9-17_T10_to_T4.jpg,layer9-17/layer9-17_T10_to_T4.jpg,TT,layer9-17,,,,,,,,,0,80,80,80,1561.155353,None,3,2.315290596,1561.155353,None,1561.155353,None,1561.155353,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 382,layer6-8_O5_to_O7.jpg,layer6-8/layer6-8_O5_to_O7.jpg,OO,layer6-8,,,,,,,,,0,81,81,81,1563.590559,None,2,3.927800836,1563.590559,None,1563.590559,None,1563.590559,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 383,layer9-17_O10_to_T7.jpg,layer9-17/layer9-17_O10_to_T7.jpg,OT,layer9-17,,,,,,,,,0,82,82,82,1567.608724,None,2,1.580602513,1567.608724,None,1567.608724,None,1567.608724,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 384,layer9-17_T12_to_T6.jpg,layer9-17/layer9-17_T12_to_T6.jpg,TT,layer9-17,,,,,,,,,0,83,83,83,1569.374751,None,2,1.643196285,1569.374751,None,1569.374751,None,1569.374751,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 385,layer0-5_O7_to_T10.jpg,layer0-5/layer0-5_O7_to_T10.jpg,OT,layer0-5,,,,,,,,,0,84,84,84,1571.125456,None,1,2.279407359,1571.125456,None,1571.125456,None,1571.125456,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 386,layer0-5_O3_to_O6.jpg,layer0-5/layer0-5_O3_to_O6.jpg,OO,layer0-5,,,,,,,,,0,85,85,85,1573.493429,None,1,1.69939831,1573.493429,None,1573.493429,None,1573.493429,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 387,layer9-17_O11_to_T12.jpg,layer9-17/layer9-17_O11_to_T12.jpg,OT,layer9-17,,,,,,,,,0,86,86,86,1575.292725,None,3,9.434175775,1575.292725,None,1575.292725,None,1575.292725,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 388,layer6-8_O1_to_O10.jpg,layer6-8/layer6-8_O1_to_O10.jpg,OO,layer6-8,,,,,,,,,0,87,87,87,1584.846215,None,3,1.771496025,1584.846215,None,1584.846215,None,1584.846215,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 389,layer9-17_O6_to_O7.jpg,layer9-17/layer9-17_O6_to_O7.jpg,OO,layer9-17,,,,,,,,,0,88,88,88,1586.714661,None,2,1.68160147,1586.714661,None,1586.714661,None,1586.714661,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 390,layer0-5_T5_to_T6.jpg,layer0-5/layer0-5_T5_to_T6.jpg,TT,layer0-5,,,,,,,,,0,89,89,89,1588.514044,None,1,5.526167995,1588.514044,None,1588.514044,None,1588.514044,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 391,layer9-17_O2_to_T12.jpg,layer9-17/layer9-17_O2_to_T12.jpg,OT,layer9-17,,,,,,,,,0,90,90,90,1594.132829,None,3,6.388518221,1594.132829,None,1594.132829,None,1594.132829,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 392,layer0-5_T10_to_T7.jpg,layer0-5/layer0-5_T10_to_T7.jpg,TT,layer0-5,,,,,,,,,0,91,91,91,1600.633919,None,1,1.624800517,1600.633919,None,1600.633919,None,1600.633919,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 393,layer9-17_O11_to_O8.jpg,layer9-17/layer9-17_O11_to_O8.jpg,OO,layer9-17,,,,,,,,,0,92,92,92,1602.335105,None,2,3.220036236,1602.335105,None,1602.335105,None,1602.335105,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 394,layer0-5_T11_to_T8.jpg,layer0-5/layer0-5_T11_to_T8.jpg,TT,layer0-5,,,,,,,,,0,93,93,93,1605.685698,None,1,1.559771267,1605.685698,None,1605.685698,None,1605.685698,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 395,layer6-8_T3_to_T7.jpg,layer6-8/layer6-8_T3_to_T7.jpg,TT,layer6-8,,,,,,,,,0,94,94,94,1607.353247,None,3,3.807846519,1607.353247,None,1607.353247,None,1607.353247,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 396,layer0-5_T11_to_T4.jpg,layer0-5/layer0-5_T11_to_T4.jpg,TT,layer0-5,,,,,,,,,0,95,95,95,1611.253871,None,1,1.88175101,1611.253871,None,1611.253871,None,1611.253871,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 397,layer6-8_O4_to_T1.jpg,layer6-8/layer6-8_O4_to_T1.jpg,OT,layer6-8,,,,,,,,,0,96,96,96,1613.255674,None,3,2.093102255,1613.255674,None,1613.255674,None,1613.255674,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 398,layer9-17_O3_to_T5.jpg,layer9-17/layer9-17_O3_to_T5.jpg,OT,layer9-17,,,,,,,,,0,97,97,97,1615.438434,None,2,1.43080911,1615.438434,None,1615.438434,None,1615.438434,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 399,layer6-8_T1_to_T11.jpg,layer6-8/layer6-8_T1_to_T11.jpg,TT,layer6-8,,,,,,,,,0,98,98,98,1616.989593,None,3,3.578078808,1616.989593,None,1616.989593,None,1616.989593,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 400,layer6-8_T7_to_T8.jpg,layer6-8/layer6-8_T7_to_T8.jpg,TT,layer6-8,,,,,,,,,0,99,99,99,1620.656888,None,3,1.265065924,1620.656888,None,1620.656888,None,1620.656888,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 401,layer6-8_O5_to_T4.jpg,layer6-8/layer6-8_O5_to_T4.jpg,OT,layer6-8,,,,,,,,,0,100,100,100,1622.041294,None,3,1.243484811,1622.041294,None,1622.041294,None,1622.041294,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 402,layer6-8_T2_to_T4.jpg,layer6-8/layer6-8_T2_to_T4.jpg,TT,layer6-8,,,,,,,,,0,101,101,101,1623.37563,None,3,1.865407758,1623.37563,None,1623.37563,None,1623.37563,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 403,layer0-5_T10_to_T4.jpg,layer0-5/layer0-5_T10_to_T4.jpg,TT,layer0-5,,,,,,,,,0,102,102,102,1625.342028,None,1,2.896940414,1625.342028,None,1625.342028,None,1625.342028,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 404,layer0-5_O11_to_O9.jpg,layer0-5/layer0-5_O11_to_O9.jpg,OO,layer0-5,,,,,,,,,0,103,103,103,1628.343392,None,1,1.032741135,1628.343392,None,1628.343392,None,1628.343392,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 405,layer0-5_T10_to_T8.jpg,layer0-5/layer0-5_T10_to_T8.jpg,TT,layer0-5,,,,,,,,,0,104,104,104,1629.476406,None,1,1.313090227,1629.476406,None,1629.476406,None,1629.476406,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 406,layer6-8_T1_to_T10.jpg,layer6-8/layer6-8_T1_to_T10.jpg,TT,layer6-8,,,,,,,,,0,105,105,105,1630.911112,None,3,1.678558675,1630.911112,None,1630.911112,None,1630.911112,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 407,layer9-17_O7_to_T9.jpg,layer9-17/layer9-17_O7_to_T9.jpg,OT,layer9-17,,,,,,,,,0,106,106,106,1632.69436,None,2,2.609789036,1632.69436,None,1632.69436,None,1632.69436,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 408,layer6-8_O11_to_O7.jpg,layer6-8/layer6-8_O11_to_O7.jpg,OO,layer6-8,,,,,,,,,0,107,107,107,1635.412008,None,2,2.410779873,1635.412008,None,1635.412008,None,1635.412008,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 409,layer9-17_O9_to_T12.jpg,layer9-17/layer9-17_O9_to_T12.jpg,OT,layer9-17,,,,,,,,,0,108,108,108,1637.912714,None,3,3.547783701,1637.912714,None,1637.912714,None,1637.912714,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 410,layer9-17_O1_to_O11.jpg,layer9-17/layer9-17_O1_to_O11.jpg,OO,layer9-17,,,,,,,,,0,109,109,109,1641.564624,None,2,1.616979414,1641.564624,None,1641.564624,None,1641.564624,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 411,layer0-5_T12_to_T8.jpg,layer0-5/layer0-5_T12_to_T8.jpg,TT,layer0-5,,,,,,,,,0,110,110,110,1643.280754,None,1,3.846071247,1643.280754,None,1643.280754,None,1643.280754,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 412,layer6-8_T11_to_T12.jpg,layer6-8/layer6-8_T11_to_T12.jpg,TT,layer6-8,,,,,,,,,0,111,111,111,1647.233028,None,3,2.665844768,1647.233028,None,1647.233028,None,1647.233028,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 413,layer9-17_O11_to_O12.jpg,layer9-17/layer9-17_O11_to_O12.jpg,OO,layer9-17,,,,,,,,,0,112,112,112,1649.999037,None,3,5.247067796,1649.999037,None,1649.999037,None,1649.999037,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 414,layer6-8_T10_to_T4.jpg,layer6-8/layer6-8_T10_to_T4.jpg,TT,layer6-8,,,,,,,,,0,113,113,113,1655.35099,None,3,1.546597429,1655.35099,None,1655.35099,None,1655.35099,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 415,layer0-5_O1_to_O8.jpg,layer0-5/layer0-5_O1_to_O8.jpg,OO,layer0-5,,,,,,,,,0,114,114,114,1657.018816,None,1,2.574939681,1657.018816,None,1657.018816,None,1657.018816,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 416,layer9-17_T1_to_T4.jpg,layer9-17/layer9-17_T1_to_T4.jpg,TT,layer9-17,,,,,,,,,0,115,115,115,1659.70224,None,2,2.378196194,1659.70224,None,1659.70224,None,1659.70224,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 417,layer9-17_T10_to_T8.jpg,layer9-17/layer9-17_T10_to_T8.jpg,TT,layer9-17,,,,,,,,,0,116,116,116,1662.188028,None,3,6.30866403,1662.188028,None,1662.188028,None,1662.188028,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 418,layer6-8_O3_to_T3.jpg,layer6-8/layer6-8_O3_to_T3.jpg,OT,layer6-8,,,,,,,,,0,117,117,117,1668.588942,None,3,1.177742369,1668.588942,None,1668.588942,None,1668.588942,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 419,layer6-8_O3_to_O4.jpg,layer6-8/layer6-8_O3_to_O4.jpg,OO,layer6-8,,,,,,,,,0,118,118,118,1669.872821,None,4,4.617113237,1669.872821,None,1669.872821,None,1669.872821,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 420,layer0-5_T3_to_T4.jpg,layer0-5/layer0-5_T3_to_T4.jpg,TT,layer0-5,,,,,,,,,0,119,119,119,1674.590013,None,1,1.68221235,1674.590013,None,1674.590013,None,1674.590013,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 421,layer9-17_O4_to_T6.jpg,layer9-17/layer9-17_O4_to_T6.jpg,OT,layer9-17,,,,,,,,,0,120,120,120,1676.374936,None,3,2.443536467,1676.374936,None,1676.374936,None,1676.374936,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 422,layer6-8_T3_to_T8.jpg,layer6-8/layer6-8_T3_to_T8.jpg,TT,layer6-8,,,,,,,,,0,121,121,121,1678.908801,None,3,2.099632293,1678.908801,None,1678.908801,None,1678.908801,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 423,layer0-5_O2_to_O7.jpg,layer0-5/layer0-5_O2_to_O7.jpg,OO,layer0-5,,,,,,,,,0,122,122,122,1681.109571,None,1,5.201178417,1681.109571,None,1681.109571,None,1681.109571,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 424,layer9-17_O7_to_T5.jpg,layer9-17/layer9-17_O7_to_T5.jpg,OT,layer9-17,,,,,,,,,0,123,123,123,1686.428121,None,3,1.677004682,1686.428121,None,1686.428121,None,1686.428121,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 425,layer0-5_O3_to_O8.jpg,layer0-5/layer0-5_O3_to_O8.jpg,OO,layer0-5,,,,,,,,,0,124,124,124,1688.195769,None,1,1.994951839,1688.195769,None,1688.195769,None,1688.195769,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 426,layer6-8_O12_to_O7.jpg,layer6-8/layer6-8_O12_to_O7.jpg,OO,layer6-8,,,,,,,,,0,125,125,125,1690.295572,None,3,4.05028203,1690.295572,None,1690.295572,None,1690.295572,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 427,layer9-17_T2_to_T8.jpg,layer9-17/layer9-17_T2_to_T8.jpg,TT,layer9-17,,,,,,,,,0,126,126,126,1694.446761,None,2,4.848493092,1694.446761,None,1694.446761,None,1694.446761,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 428,layer9-17_O2_to_O7.jpg,layer9-17/layer9-17_O2_to_O7.jpg,OO,layer9-17,,,,,,,,,0,127,127,127,1699.415167,None,3,1.976509175,1699.415167,None,1699.415167,None,1699.415167,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 429,layer6-8_O12_to_T8.jpg,layer6-8/layer6-8_O12_to_T8.jpg,OT,layer6-8,,,,,,,,,0,128,128,128,1701.483397,None,3,7.685319401,1701.483397,None,1701.483397,None,1701.483397,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 430,layer9-17_O5_to_T2.jpg,layer9-17/layer9-17_O5_to_T2.jpg,OT,layer9-17,,,,,,,,,0,129,129,129,1709.268623,None,2,1.445186432,1709.268623,None,1709.268623,None,1709.268623,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 431,layer0-5_T1_to_T6.jpg,layer0-5/layer0-5_T1_to_T6.jpg,TT,layer0-5,,,,,,,,,0,130,130,130,1710.834773,None,3,6.828309844,1710.834773,None,1710.834773,None,1710.834773,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 432,layer6-8_O5_to_O8.jpg,layer6-8/layer6-8_O5_to_O8.jpg,OO,layer6-8,,,,,,,,,0,131,131,131,1717.771049,None,3,1.740030081,1717.771049,None,1717.771049,None,1717.771049,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
