,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate
42,Trial # 38,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0207.jpg,1,Group1_IMG_0207.jpg,,,,,0.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0886677,None,222.0886677,None,222.0886677,None,1.0,0.854119811,222.0886677,None,222.0886677,None,1.0,1.344315444,222.4888467,None,222.0886677,None,1.0,1.815214076,222.9889053,None,222.0886677,None,space,0.061954433,1.835041899,None,222.0886677,None,222.0886677,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
43,Trial # 39,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9638.jpg,1,Group1_IMG_9638.jpg,,,,,0.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0227305,None,224.0227305,None,224.0227305,None,3.0,0.763187037,224.0227305,None,224.0227305,None,2.0,1.218674628,224.3390689,None,224.0227305,None,4.0,1.725209467,224.8057368,None,224.0227305,None,space,0.139019478,1.75170229,None,224.0227305,None,224.0227305,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
44,Trial # 40,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0148.jpg,1,Group1_IMG_0148.jpg,,,,,0.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.9734535,None,225.9734535,None,225.9734535,None,5.0,0.67379146,225.9734535,None,225.9734535,None,5.0,1.195918243,226.1912256,None,225.9734535,None,2.0,1.667521686,226.724284,None,225.9734535,None,space,0.078802908,1.690805864,None,225.9734535,None,225.9734535,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
45,Trial # 41,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_2891.jpg,1,Group1_IMG_2891.jpg,,,,,0.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7908004,None,227.7908004,None,227.7908004,None,1.0,0.709893393,227.7908004,None,227.7908004,None,1.0,1.199243891,228.0409742,None,227.7908004,None,2.0,1.604544122,228.5399675,None,227.7908004,None,space,0.113636545,1.627387694,None,227.7908004,None,227.7908004,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
46,Trial # 42,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0157.jpg,1,Group1_IMG_0157.jpg,,,,,0.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.5742229,None,229.5742229,None,229.5742229,None,4.0,0.646595406,229.5742229,None,229.5742229,None,2.0,1.103607995,229.7740436,None,229.5742229,None,3.0,1.542344763,230.2417979,None,229.5742229,None,space,0.306873026,1.570432913,None,229.5742229,None,229.5742229,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
47,Trial # 43,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9833.jpg,1,Group1_IMG_9833.jpg,,,,,0.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.5257189,None,231.5257189,None,231.5257189,None,1.0,0.660937258,231.5257189,None,231.5257189,None,1.0,1.182228682,231.7250841,None,231.5257189,None,1.0,1.688795234,232.2588327,None,231.5257189,None,space,0.286556018,1.71379182,None,231.5257189,None,231.5257189,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
48,Trial # 44,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_2230.jpg,0,encoded_Group2_IMG_2230.jpg,,,,,0.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5590579,None,233.5590579,None,233.5590579,None,4.0,0.793535961,233.5590579,None,233.5590579,None,3.0,1.283168148,233.8926578,None,233.5590579,None,2.0,1.753801442,234.3927733,None,233.5590579,None,space,0.074943052,1.780293701,None,233.5590579,None,233.5590579,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
49,Trial # 45,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9966.jpg,1,Group1_IMG_9966.jpg,,,,,0.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4601554,None,235.4601554,None,235.4601554,None,3.0,1.083385397,235.4601554,None,235.4601554,None,2.0,1.639434388,236.0941554,None,235.4601554,None,2.0,2.810137654,236.6603405,None,235.4601554,None,space,-0.573798095,2.841539989,None,235.4601554,None,235.4601554,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
50,Trial # 46,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0239.jpg,1,Group1_IMG_0239.jpg,,,,,0.0,45.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3264216,None,238.3264216,None,238.3264216,None,1.0,1.141546579,238.3264216,None,238.3264216,None,1.0,1.631475043,239.0107022,None,238.3264216,None,1.0,2.134381848,239.5101165,None,238.3264216,None,space,-2.036398346,2.159309719,None,238.3264216,None,238.3264216,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
51,Trial # 47,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0536.jpg,0,encoded_Group2_IMG_0536.jpg,,,,,0.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.4949698,None,240.4949698,None,240.4949698,None,1.0,0.964975892,240.4949698,None,240.4949698,None,1.0,1.470301839,240.9964331,None,240.4949698,None,1.0,2.009670144,241.5287105,None,240.4949698,None,space,-1.943256904,2.036502952,None,240.4949698,None,240.4949698,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
52,Trial # 48,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0521.jpg,0,encoded_Group2_IMG_0521.jpg,,,,,0.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5442974,None,242.5442974,None,242.5442974,None,3.0,1.045964697,242.5442974,None,242.5442974,None,2.0,1.467673962,243.1453844,None,242.5442974,None,3.0,2.306736158,243.5779873,None,242.5442974,None,space,0.833708805,2.334299629,None,242.5442974,None,242.5442974,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
53,Trial # 49,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9924.jpg,0,encoded_Group2_IMG_9924.jpg,,,,,0.0,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7466345,None,245.7466345,None,245.7466345,None,1.0,3.534069978,245.7466345,None,245.7466345,None,1.0,4.45716396,248.8302085,None,245.7466345,None,1.0,5.030145589,249.7641444,None,245.7466345,None,space,0.146439399,5.062558908,None,245.7466345,None,245.7466345,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
54,Trial # 50,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9730.jpg,1,Group1_IMG_9730.jpg,,,,,0.0,49.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.998615,None,250.998615,None,250.998615,None,4.0,0.774217045,250.998615,None,250.998615,None,5.0,1.213447632,251.2997274,None,250.998615,None,1.0,1.719071674,251.7653387,None,250.998615,None,space,0.125193831,1.740223425,None,250.998615,None,250.998615,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
55,Trial # 51,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0053.jpg,1,Group1_IMG_0053.jpg,,,,,0.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8979815,None,252.8979815,None,252.8979815,None,1.0,1.267689215,252.8979815,None,252.8979815,None,1.0,1.723507184,253.7149243,None,252.8979815,None,1.0,2.49613088,254.1819852,None,252.8979815,None,space,0.225403336,2.527540219,None,252.8979815,None,252.8979815,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
56,Trial # 52,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9698.jpg,1,Group1_IMG_9698.jpg,,,,,0.0,51.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.6822575,None,255.6822575,None,255.6822575,None,1.0,0.66562857,255.6822575,None,255.6822575,None,1.0,1.156686572,255.9006758,None,255.6822575,None,1.0,1.662133999,256.4000169,None,255.6822575,None,space,0.153642885,1.692342131,None,255.6822575,None,255.6822575,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
57,Trial # 53,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0553.jpg,0,encoded_Group2_IMG_0553.jpg,,,,,0.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.5658187,None,257.5658187,None,257.5658187,None,1.0,0.820901217,257.5658187,None,257.5658187,None,1.0,1.278249893,257.9328977,None,257.5658187,None,1.0,1.749685503,258.3992521,None,257.5658187,None,space,0.163137229,1.76894555,None,257.5658187,None,257.5658187,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
58,Trial # 54,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9758.jpg,0,encoded_Group2_IMG_9758.jpg,,,,,0.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5330409,None,259.5330409,None,259.5330409,None,3.0,0.728548208,259.5330409,None,259.5330409,None,3.0,1.185877586,259.7995529,None,259.5330409,None,2.0,1.657367949,260.2680254,None,259.5330409,None,space,0.143081929,1.684016393,None,259.5330409,None,259.5330409,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
59,Trial # 55,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0339.jpg,0,encoded_Group2_IMG_0339.jpg,,,,,0.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.4012583,None,261.4012583,None,261.4012583,None,1.0,0.711939754,261.4012583,None,261.4012583,None,1.0,1.234489432,261.6509264,None,261.4012583,None,1.0,1.671813472,262.1846903,None,261.4012583,None,space,0.123237835,1.699552184,None,261.4012583,None,261.4012583,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
60,Trial # 56,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0314.jpg,1,Group1_IMG_0314.jpg,,,,,0.0,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2508496,None,263.2508496,None,263.2508496,None,1.0,0.675144446,263.2508496,None,263.2508496,None,1.0,1.163725208,263.4681432,None,263.2508496,None,1.0,1.568698332,263.9682614,None,263.2508496,None,space,0.085855829,1.59172813,None,263.2508496,None,263.2508496,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
61,Trial # 57,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0532.jpg,0,encoded_Group2_IMG_0532.jpg,,,,,0.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.951015,None,264.951015,None,264.951015,None,3.0,0.762064217,264.951015,None,264.951015,None,1.0,1.219611842,265.2688546,None,264.951015,None,3.0,1.657704334,265.7353419,None,264.951015,None,space,0.100231494,1.684111521,None,264.951015,None,264.951015,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
62,Trial # 58,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0462.jpg,0,encoded_Group2_IMG_0462.jpg,,,,,0.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7864754,None,266.7864754,None,266.7864754,None,4.0,0.745791102,266.7864754,None,266.7864754,None,3.0,1.268129499,267.0856073,None,266.7864754,None,2.0,1.772795033,267.6200658,None,266.7864754,None,space,0.118201754,1.80022844,None,266.7864754,None,266.7864754,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
63,Trial # 59,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0172.jpg,1,Group1_IMG_0172.jpg,,,,,0.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7526165,None,268.7526165,None,268.7526165,None,1.0,0.666181665,268.7526165,None,268.7526165,None,1.0,1.155818284,268.9700367,None,268.7526165,None,1.0,1.559621686,269.469045,None,268.7526165,None,space,0.064707754,1.592053594,None,268.7526165,None,268.7526165,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
64,Trial # 60,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_4841.jpg,1,Group1_IMG_4841.jpg,,,,,0.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.4367686,None,270.4367686,None,270.4367686,None,4.0,0.69442476,270.4367686,None,270.4367686,None,3.0,1.184081322,270.6713475,None,270.4367686,None,3.0,1.623106245,271.1713386,None,270.4367686,None,space,0.177258889,1.645969437,None,270.4367686,None,270.4367686,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
65,Trial # 61,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0352.jpg,0,encoded_Group2_IMG_0352.jpg,,,,,0.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.304315,None,272.304315,None,272.304315,None,1.0,0.611132456,272.304315,None,272.304315,None,1.0,1.465732796,272.4555075,None,272.304315,None,1.0,2.03728379,273.3217142,None,272.304315,None,space,0.085558474,2.06341115,None,272.304315,None,272.304315,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
66,Trial # 62,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9726.jpg,0,encoded_Group2_IMG_9726.jpg,,,,,0.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.4873404,None,274.4873404,None,274.4873404,None,4.0,0.693862233,274.4873404,None,274.4873404,None,4.0,1.651540362,274.7219851,None,274.4873404,None,1.0,2.05642602,275.6887106,None,274.4873404,None,space,0.196368123,2.083353861,None,274.4873404,None,274.4873404,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
67,Trial # 63,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9785.jpg,0,encoded_Group2_IMG_9785.jpg,,,,,0.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.7720712,None,276.7720712,None,276.7720712,None,2.0,0.678091706,276.7720712,None,276.7720712,None,2.0,1.135032624,277.0064085,None,276.7720712,None,2.0,1.605710369,277.4724684,None,276.7720712,None,space,0.066577388,1.632457463,None,276.7720712,None,276.7720712,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
68,Trial # 64,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0440.jpg,0,encoded_Group2_IMG_0440.jpg,,,,,0.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.538888,None,278.538888,None,278.538888,None,3.0,0.69843008,278.538888,None,278.538888,None,4.0,1.188321888,278.7892169,None,278.538888,None,1.0,1.626500378,279.2899982,None,278.538888,None,space,0.082604668,1.657434204,None,278.538888,None,278.538888,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
69,Trial # 65,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1695.jpg,0,encoded_Group2_IMG_1695.jpg,,,,,0.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.3075902,None,280.3075902,None,280.3075902,None,1.0,0.695587068,280.3075902,None,280.3075902,None,1.0,1.15258678,280.5569853,None,280.3075902,None,1.0,1.590207261,281.0234837,None,280.3075902,None,space,0.092533705,1.615941751,None,280.3075902,None,280.3075902,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
70,Trial # 66,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0552.jpg,1,Group1_IMG_0552.jpg,,,,,0.0,65.0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0579185,None,282.0579185,None,282.0579185,None,1.0,0.757372082,282.0579185,None,282.0579185,None,1.0,1.180579585,282.3573921,None,282.0579185,None,1.0,1.686327284,282.7909658,None,282.0579185,None,space,0.050578112,1.70914745,None,282.0579185,None,282.0579185,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
71,Trial # 67,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_1029.jpg,1,Group1_IMG_1029.jpg,,,,,0.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.8579792,None,283.8579792,None,283.8579792,None,3.0,0.791490077,283.8579792,None,283.8579792,None,2.0,1.248551537,284.1912377,None,283.8579792,None,2.0,1.719889101,284.6579495,None,283.8579792,None,space,0.056103478,1.744497375,None,283.8579792,None,283.8579792,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
72,Trial # 68,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_6517.jpg,0,encoded_Group2_IMG_6517.jpg,,,,,0.0,67.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.6918791,None,285.6918791,None,285.6918791,None,1.0,0.711319118,285.6918791,None,285.6918791,None,1.0,1.234184704,285.941753,None,285.6918791,None,2.0,1.706413038,286.4757251,None,285.6918791,None,space,0.343937283,1.731375022,None,285.6918791,None,285.6918791,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
73,Trial # 69,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0002.jpg,0,encoded_Group2_IMG_0002.jpg,,,,,0.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8094234,None,287.8094234,None,287.8094234,None,3.0,0.611494093,287.8094234,None,287.8094234,None,1.0,1.600200962,287.9591364,None,287.8094234,None,2.0,2.073777598,288.959272,None,287.8094234,None,space,0.091723272,2.098855863,None,287.8094234,None,287.8094234,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
74,Trial # 70,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0495.jpg,1,Group1_IMG_0495.jpg,,,,,0.0,69.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0272811,None,290.0272811,None,290.0272811,None,1.0,0.651768217,290.0272811,None,290.0272811,None,1.0,1.075106573,290.2272762,None,290.0272811,None,1.0,1.74708388,290.6602826,None,290.0272811,None,space,0.095119643,1.77768847,None,290.0272811,None,290.0272811,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
75,Trial # 71,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_1391.jpg,1,Group1_IMG_1391.jpg,,,,,0.0,70.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.9278289,None,291.9278289,None,291.9278289,None,3.0,0.867077908,291.9278289,None,291.9278289,None,2.0,1.322976103,292.3434365,None,291.9278289,None,3.0,1.861336239,292.8105821,None,291.9278289,None,space,0.350175175,1.8936145,None,291.9278289,None,291.9278289,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
76,Trial # 72,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0343.jpg,1,Group1_IMG_0343.jpg,,,,,0.0,71.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.2106405,None,294.2106405,None,294.2106405,None,1.0,0.842619436,294.2106405,None,294.2106405,None,1.0,1.765821021,294.5944305,None,294.2106405,None,1.0,2.604681715,295.5286814,None,294.2106405,None,space,-0.380769239,2.628477781,None,294.2106405,None,294.2106405,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
77,Trial # 73,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9810.jpg,0,encoded_Group2_IMG_9810.jpg,,,,,0.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8456438,None,296.8456438,None,296.8456438,None,1.0,0.97821907,296.8456438,None,296.8456438,None,1.0,1.401236035,297.3789143,None,296.8456438,None,1.0,1.872212065,297.8117997,None,296.8456438,None,space,-1.713461092,1.900203163,None,296.8456438,None,296.8456438,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
78,Trial # 74,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_5900.jpg,0,encoded_Group2_IMG_5900.jpg,,,,,0.0,73.0,73.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7622915,None,298.7622915,None,298.7622915,None,1.0,1.046015609,298.7622915,None,298.7622915,None,1.0,1.50199977,299.3630646,None,298.7622915,None,2.0,1.974421159,299.8293314,None,298.7622915,None,space,-1.811371217,2.002700184,None,298.7622915,None,298.7622915,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
79,Trial # 75,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9679.jpg,1,Group1_IMG_9679.jpg,,,,,0.0,74.0,74.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.7971125,None,300.7971125,None,300.7971125,None,1.0,0.926042596,300.7971125,None,300.7971125,None,1.0,1.349024097,301.2632098,None,300.7971125,None,1.0,1.788306413,301.6966401,None,300.7971125,None,space,0.347605504,1.811143476,None,300.7971125,None,300.7971125,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
80,Trial # 76,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_4249.jpg,0,encoded_Group2_IMG_4249.jpg,,,,,0.0,75.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.9799675,None,302.9799675,None,302.9799675,None,5.0,0.729058101,302.9799675,None,302.9799675,None,5.0,1.151435504,303.2634397,None,302.9799675,None,1.0,1.657634423,303.6967989,None,302.9799675,None,space,0.336355102,1.682681716,None,302.9799675,None,302.9799675,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
81,Trial # 77,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0174.jpg,0,encoded_Group2_IMG_0174.jpg,,,,,0.0,76.0,76.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0644096,None,305.0644096,None,305.0644096,None,1.0,0.795770587,305.0644096,None,305.0644096,None,1.0,1.218055914,305.3985532,None,305.0644096,None,2.0,1.757707799,305.8312053,None,305.0644096,None,space,0.400293408,1.782662892,None,305.0644096,None,305.0644096,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
82,Trial # 78,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0475.jpg,0,encoded_Group2_IMG_0475.jpg,,,,,0.0,77.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.2817618,None,307.2817618,None,307.2817618,None,1.0,0.628347526,307.2817618,None,307.2817618,None,1.0,1.251780443,307.4654255,None,307.2817618,None,1.0,1.723261089,308.0990011,None,307.2817618,None,space,0.352635546,1.750100974,None,307.2817618,None,307.2817618,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
83,Trial # 79,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9751.jpg,0,encoded_Group2_IMG_9751.jpg,,,,,0.0,78.0,78.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4325727,None,309.4325727,None,309.4325727,None,3.0,0.79456657,309.4325727,None,309.4325727,None,3.0,1.218498662,309.765257,None,309.4325727,None,2.0,1.689479601,310.1992339,None,309.4325727,None,space,0.227885241,1.71564552,None,309.4325727,None,309.4325727,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
84,Trial # 80,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0492.jpg,0,encoded_Group2_IMG_0492.jpg,,,,,0.0,79.0,79.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.4002815,None,311.4002815,None,311.4002815,None,1.0,0.694931336,311.4002815,None,311.4002815,None,1.0,1.084812447,311.6338588,None,311.4002815,None,1.0,1.522558262,312.0338687,None,311.4002815,None,space,0.218802661,1.549246407,None,311.4002815,None,311.4002815,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
85,Trial # 81,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0535.jpg,1,Group1_IMG_0535.jpg,,,,,0.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.2000221,None,313.2000221,None,313.2000221,None,1.0,0.614460765,313.2000221,None,313.2000221,None,1.0,1.437984654,313.3665196,None,313.2000221,None,1.0,2.075040803,314.2006544,None,313.2000221,None,space,0.171958759,2.105995354,None,313.2000221,None,313.2000221,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
